id,province,adcode,model,regYear,regMonth,forecastVolum
924,黑龙江,230000,fde95ea242abd896,2018,1,232.86924482006108
925,上海,310000,97f15de12cfabbd5,2018,1,407.6777241607596
926,云南,530000,97f15de12cfabbd5,2018,1,142.10761086059932
927,内蒙古,150000,97f15de12cfabbd5,2018,1,205.6373874668811
928,北京,110000,97f15de12cfabbd5,2018,1,438.1762237451332
929,四川,510000,97f15de12cfabbd5,2018,1,355.9931091320269
930,安徽,340000,97f15de12cfabbd5,2018,1,304.1091817909482
931,山东,370000,97f15de12cfabbd5,2018,1,967.4208268842945
932,山西,140000,97f15de12cfabbd5,2018,1,395.92214775775466
933,广东,440000,97f15de12cfabbd5,2018,1,2824.4221808394104
934,广西,450000,97f15de12cfabbd5,2018,1,136.68315880190514
935,江苏,320000,97f15de12cfabbd5,2018,1,1025.8740430040946
936,江西,360000,97f15de12cfabbd5,2018,1,231.09425969806847
937,河北,130000,97f15de12cfabbd5,2018,1,944.5258708466744
938,河南,410000,97f15de12cfabbd5,2018,1,587.782608221907
939,浙江,330000,97f15de12cfabbd5,2018,1,1578.4052383398698
940,湖北,420000,97f15de12cfabbd5,2018,1,499.0328116269124
941,湖南,430000,97f15de12cfabbd5,2018,1,452.8075161200131
942,福建,350000,97f15de12cfabbd5,2018,1,503.6507458600251
943,辽宁,210000,97f15de12cfabbd5,2018,1,1024.6404705539658
944,重庆,500000,97f15de12cfabbd5,2018,1,126.66597478511746
945,陕西,610000,97f15de12cfabbd5,2018,1,227.9826004416151
946,黑龙江,230000,97f15de12cfabbd5,2018,1,502.30376809100306
947,上海,310000,f5d69960089c3614,2018,1,271.74524715744025
948,云南,530000,f5d69960089c3614,2018,1,70.9688257703584
949,内蒙古,150000,f5d69960089c3614,2018,1,65.83663073339511
950,北京,110000,f5d69960089c3614,2018,1,414.69321774095386
951,四川,510000,f5d69960089c3614,2018,1,280.31819799284773
952,安徽,340000,f5d69960089c3614,2018,1,110.314759843174
953,山东,370000,f5d69960089c3614,2018,1,258.96555384240196
954,山西,140000,f5d69960089c3614,2018,1,44.847509518225294
955,广东,440000,f5d69960089c3614,2018,1,436.1045311077286
956,广西,450000,f5d69960089c3614,2018,1,48.25468856128249
957,江苏,320000,f5d69960089c3614,2018,1,251.37054325139545
958,江西,360000,f5d69960089c3614,2018,1,72.69008425361768
959,河北,130000,f5d69960089c3614,2018,1,165.9843189646772
960,河南,410000,f5d69960089c3614,2018,1,134.1896120648501
961,浙江,330000,f5d69960089c3614,2018,1,136.66324223761322
962,湖北,420000,f5d69960089c3614,2018,1,138.77234161573108
963,湖南,430000,f5d69960089c3614,2018,1,139.25252686455815
964,福建,350000,f5d69960089c3614,2018,1,100.65976136437179
965,辽宁,210000,f5d69960089c3614,2018,1,124.95069445666657
966,重庆,500000,f5d69960089c3614,2018,1,138.5628929725017
967,陕西,610000,f5d69960089c3614,2018,1,158.55408450937205
968,黑龙江,230000,f5d69960089c3614,2018,1,67.30326216707013
969,上海,310000,5b1c11c3efed5312,2018,1,117.33772255291704
970,云南,530000,5b1c11c3efed5312,2018,1,59.984370522674254
971,内蒙古,150000,5b1c11c3efed5312,2018,1,50.385632466740844
972,北京,110000,5b1c11c3efed5312,2018,1,-30.229483932874246
973,四川,510000,5b1c11c3efed5312,2018,1,104.0010390856037
974,安徽,340000,5b1c11c3efed5312,2018,1,313.0422123445824
975,山东,370000,5b1c11c3efed5312,2018,1,356.77436550947294
976,山西,140000,5b1c11c3efed5312,2018,1,90.40282736432636
977,广东,440000,5b1c11c3efed5312,2018,1,436.3141544014929
978,广西,450000,5b1c11c3efed5312,2018,1,25.81203102890997
979,江苏,320000,5b1c11c3efed5312,2018,1,516.6318539328857
980,江西,360000,5b1c11c3efed5312,2018,1,252.96444663059353
981,河北,130000,5b1c11c3efed5312,2018,1,286.354635929821
982,河南,410000,5b1c11c3efed5312,2018,1,397.89758215554525
983,浙江,330000,5b1c11c3efed5312,2018,1,608.4440062832742
984,湖北,420000,5b1c11c3efed5312,2018,1,195.5317207580445
985,湖南,430000,5b1c11c3efed5312,2018,1,174.6229616916324
986,福建,350000,5b1c11c3efed5312,2018,1,163.90405056705862
987,辽宁,210000,5b1c11c3efed5312,2018,1,27.583350960677194
988,重庆,500000,5b1c11c3efed5312,2018,1,12.003143500572497
989,陕西,610000,5b1c11c3efed5312,2018,1,53.89130497567403
990,黑龙江,230000,5b1c11c3efed5312,2018,1,13.664062668428315
991,上海,310000,17363f08d683d52b,2018,1,43.38208932809856
992,云南,530000,17363f08d683d52b,2018,1,13.360122336141673
993,内蒙古,150000,17363f08d683d52b,2018,1,16.605059080789527
994,北京,110000,17363f08d683d52b,2018,1,-42.94484319159717
995,四川,510000,17363f08d683d52b,2018,1,8.194945861722037
996,安徽,340000,17363f08d683d52b,2018,1,51.793355698605765
997,山东,370000,17363f08d683d52b,2018,1,234.707067855974
998,山西,140000,17363f08d683d52b,2018,1,0.9643116756069585
999,广东,440000,17363f08d683d52b,2018,1,45.31422489030098
1000,广西,450000,17363f08d683d52b,2018,1,-1.3799597543406779
1001,江苏,320000,17363f08d683d52b,2018,1,158.25295958432864
1002,江西,360000,17363f08d683d52b,2018,1,33.43579747724538
1003,河北,130000,17363f08d683d52b,2018,1,186.88255370946274
1004,河南,410000,17363f08d683d52b,2018,1,118.46003063060301
1005,浙江,330000,17363f08d683d52b,2018,1,155.80615348328615
1006,湖北,420000,17363f08d683d52b,2018,1,82.55275804009605
1007,湖南,430000,17363f08d683d52b,2018,1,129.50010633798308
1008,福建,350000,17363f08d683d52b,2018,1,37.420515409805176
1009,辽宁,210000,17363f08d683d52b,2018,1,47.71449421487624
1010,重庆,500000,17363f08d683d52b,2018,1,-26.315204381709364
1011,陕西,610000,17363f08d683d52b,2018,1,54.22027081922155
1012,黑龙江,230000,17363f08d683d52b,2018,1,21.319806123688405
1013,上海,310000,06880909932890ca,2018,1,374.7066194931928
1014,云南,530000,06880909932890ca,2018,1,118.15360269759941
1015,内蒙古,150000,06880909932890ca,2018,1,47.92080843207395
1016,北京,110000,06880909932890ca,2018,1,80.81834127953879
1017,四川,510000,06880909932890ca,2018,1,635.7075145715761
1018,安徽,340000,06880909932890ca,2018,1,614.428266788451
1019,山东,370000,06880909932890ca,2018,1,722.9101567873191
1020,山西,140000,06880909932890ca,2018,1,134.698350638901
1021,广东,440000,06880909932890ca,2018,1,1161.0393032844684
1022,广西,450000,06880909932890ca,2018,1,156.82833649510343
1023,江苏,320000,06880909932890ca,2018,1,1882.0775364033823
1024,江西,360000,06880909932890ca,2018,1,459.49154822991807
1025,河北,130000,06880909932890ca,2018,1,434.79421782815217
1026,河南,410000,06880909932890ca,2018,1,1485.7563324627567
1027,浙江,330000,06880909932890ca,2018,1,1543.4584284073912
1028,湖北,420000,06880909932890ca,2018,1,447.73779030545535
1029,湖南,430000,06880909932890ca,2018,1,467.7338104831398
1030,福建,350000,06880909932890ca,2018,1,461.78571981256636
1031,辽宁,210000,06880909932890ca,2018,1,154.05756954085555
1032,重庆,500000,06880909932890ca,2018,1,296.2211800418872
1033,陕西,610000,06880909932890ca,2018,1,213.11653948876636
1034,黑龙江,230000,06880909932890ca,2018,1,75.23824479633153
1035,上海,310000,9c1c7ee8ebdda299,2018,1,32.68753345593188
1036,云南,530000,9c1c7ee8ebdda299,2018,1,113.74941397377393
1037,内蒙古,150000,9c1c7ee8ebdda299,2018,1,241.09048817243894
1038,北京,110000,9c1c7ee8ebdda299,2018,1,-42.887296059096265
1039,四川,510000,9c1c7ee8ebdda299,2018,1,136.25070764393263
1040,安徽,340000,9c1c7ee8ebdda299,2018,1,134.04062218900535
1041,山东,370000,9c1c7ee8ebdda299,2018,1,785.3657280238756
1042,山西,140000,9c1c7ee8ebdda299,2018,1,584.778456597498
1043,广东,440000,9c1c7ee8ebdda299,2018,1,179.87917395633033
1044,广西,450000,9c1c7ee8ebdda299,2018,1,183.6361073170779
1045,江苏,320000,9c1c7ee8ebdda299,2018,1,207.8569285979622
1046,江西,360000,9c1c7ee8ebdda299,2018,1,42.41359604196397
1047,河北,130000,9c1c7ee8ebdda299,2018,1,1136.4382633722873
1048,河南,410000,9c1c7ee8ebdda299,2018,1,487.61620014846056
1049,浙江,330000,9c1c7ee8ebdda299,2018,1,421.9931024658027
1050,湖北,420000,9c1c7ee8ebdda299,2018,1,92.40905543915223
1051,湖南,430000,9c1c7ee8ebdda299,2018,1,163.22732168516222
1052,福建,350000,9c1c7ee8ebdda299,2018,1,167.90954546780293
1053,辽宁,210000,9c1c7ee8ebdda299,2018,1,555.3810008118473
1054,重庆,500000,9c1c7ee8ebdda299,2018,1,22.57996866250746
1055,陕西,610000,9c1c7ee8ebdda299,2018,1,188.48293962645778
1056,黑龙江,230000,9c1c7ee8ebdda299,2018,1,342.31574687661964
1057,上海,310000,c6833cb891626c17,2018,1,419.8014868622517
1058,云南,530000,c6833cb891626c17,2018,1,320.0151032540552
1059,内蒙古,150000,c6833cb891626c17,2018,1,258.1971963141519
1060,北京,110000,c6833cb891626c17,2018,1,282.55902974531926
1061,四川,510000,c6833cb891626c17,2018,1,563.6306966745196
1062,安徽,340000,c6833cb891626c17,2018,1,988.6664266642275
1063,山东,370000,c6833cb891626c17,2018,1,941.5909546092674
1064,山西,140000,c6833cb891626c17,2018,1,249.86355590536314
1065,广东,440000,c6833cb891626c17,2018,1,817.5546252759912
1066,广西,450000,c6833cb891626c17,2018,1,148.67441029471468
1067,江苏,320000,c6833cb891626c17,2018,1,1267.2329487957434
1068,江西,360000,c6833cb891626c17,2018,1,640.5598937585847
1069,河北,130000,c6833cb891626c17,2018,1,1041.8465753020748
1070,河南,410000,c6833cb891626c17,2018,1,1467.6656324369633
1071,浙江,330000,c6833cb891626c17,2018,1,1844.6486245611447
1072,湖北,420000,c6833cb891626c17,2018,1,610.1055260917076
1073,湖南,430000,c6833cb891626c17,2018,1,490.201874357891
1074,福建,350000,c6833cb891626c17,2018,1,337.1044584809506
1075,辽宁,210000,c6833cb891626c17,2018,1,166.9581098097046
1076,重庆,500000,c6833cb891626c17,2018,1,235.12199488136392
1077,陕西,610000,c6833cb891626c17,2018,1,376.2383892790579
1078,黑龙江,230000,c6833cb891626c17,2018,1,96.18796481868961
1079,上海,310000,3e21824be728cbec,2018,1,171.68051431568827
1080,云南,530000,3e21824be728cbec,2018,1,187.21146565137693
1081,内蒙古,150000,3e21824be728cbec,2018,1,39.187019935223276
1082,北京,110000,3e21824be728cbec,2018,1,19.218587481146063
1083,四川,510000,3e21824be728cbec,2018,1,344.0178368472424
1084,安徽,340000,3e21824be728cbec,2018,1,315.38409228256006
1085,山东,370000,3e21824be728cbec,2018,1,494.8688089811248
1086,山西,140000,3e21824be728cbec,2018,1,68.24849344405133
1087,广东,440000,3e21824be728cbec,2018,1,510.3255158717353
1088,广西,450000,3e21824be728cbec,2018,1,132.9276437115428
1089,江苏,320000,3e21824be728cbec,2018,1,712.8970194066555
1090,江西,360000,3e21824be728cbec,2018,1,208.0479413613749
1091,河北,130000,3e21824be728cbec,2018,1,492.6204655058488
1092,河南,410000,3e21824be728cbec,2018,1,435.0786380822162
1093,浙江,330000,3e21824be728cbec,2018,1,490.73523371918475
1094,湖北,420000,3e21824be728cbec,2018,1,167.90660408783054
1095,湖南,430000,3e21824be728cbec,2018,1,179.77455807982017
1096,福建,350000,3e21824be728cbec,2018,1,205.05044719198335
1097,辽宁,210000,3e21824be728cbec,2018,1,68.7969359677757
1098,重庆,500000,3e21824be728cbec,2018,1,131.48851863453848
1099,陕西,610000,3e21824be728cbec,2018,1,145.89103569709158
1100,黑龙江,230000,3e21824be728cbec,2018,1,19.160761023508968
1123,上海,310000,f8a6975573af1b33,2018,1,377.1590422059596
1124,云南,530000,f8a6975573af1b33,2018,1,220.89252971839363
1125,内蒙古,150000,f8a6975573af1b33,2018,1,53.88006244604356
1126,北京,110000,f8a6975573af1b33,2018,1,32.13311678889764
1127,四川,510000,f8a6975573af1b33,2018,1,643.0987044198695
1128,安徽,340000,f8a6975573af1b33,2018,1,658.1629012546825
1129,山东,370000,f8a6975573af1b33,2018,1,471.72128407785243
1130,山西,140000,f8a6975573af1b33,2018,1,61.8816062488408
1131,广东,440000,f8a6975573af1b33,2018,1,1473.7615767239051
1132,广西,450000,f8a6975573af1b33,2018,1,223.73086648041098
1133,江苏,320000,f8a6975573af1b33,2018,1,1202.8499795252208
1134,江西,360000,f8a6975573af1b33,2018,1,338.9357263746971
1135,河北,130000,f8a6975573af1b33,2018,1,435.65823013934687
1136,河南,410000,f8a6975573af1b33,2018,1,622.9403812794669
1137,浙江,330000,f8a6975573af1b33,2018,1,1096.4498664193345
1138,湖北,420000,f8a6975573af1b33,2018,1,449.10408760180496
1139,湖南,430000,f8a6975573af1b33,2018,1,381.6755813786801
1140,福建,350000,f8a6975573af1b33,2018,1,528.9207527853255
1141,辽宁,210000,f8a6975573af1b33,2018,1,105.37287467392035
1142,重庆,500000,f8a6975573af1b33,2018,1,332.1659607422827
1143,陕西,610000,f8a6975573af1b33,2018,1,180.1845156596548
1144,黑龙江,230000,f8a6975573af1b33,2018,1,55.12272487609574
1145,上海,310000,54fc07138d70374c,2018,1,282.29397342455064
1146,云南,530000,54fc07138d70374c,2018,1,331.8614039764978
1147,内蒙古,150000,54fc07138d70374c,2018,1,195.68365897653388
1148,北京,110000,54fc07138d70374c,2018,1,397.87304344445243
1149,四川,510000,54fc07138d70374c,2018,1,539.7237535109249
1150,安徽,340000,54fc07138d70374c,2018,1,212.01375920433745
1151,山东,370000,54fc07138d70374c,2018,1,599.2328430924747
1152,山西,140000,54fc07138d70374c,2018,1,141.40191456610407
1153,广东,440000,54fc07138d70374c,2018,1,1072.59220388817
1154,广西,450000,54fc07138d70374c,2018,1,146.78836394654303
1155,江苏,320000,54fc07138d70374c,2018,1,517.1565911904656
1156,江西,360000,54fc07138d70374c,2018,1,140.57190165755696
1157,河北,130000,54fc07138d70374c,2018,1,533.959498626093
1158,河南,410000,54fc07138d70374c,2018,1,474.90916392006994
1159,浙江,330000,54fc07138d70374c,2018,1,344.2290787279359
1160,湖北,420000,54fc07138d70374c,2018,1,276.5760145302782
1161,湖南,430000,54fc07138d70374c,2018,1,345.4377101454171
1162,福建,350000,54fc07138d70374c,2018,1,126.45445914943538
1163,辽宁,210000,54fc07138d70374c,2018,1,248.9966201468384
1164,重庆,500000,54fc07138d70374c,2018,1,333.0754050825373
1165,陕西,610000,54fc07138d70374c,2018,1,233.25656547912732
1166,黑龙江,230000,54fc07138d70374c,2018,1,249.2493952016992
1167,上海,310000,212083a9246d2fd3,2018,1,248.35559170376231
1168,云南,530000,212083a9246d2fd3,2018,1,284.1809816531227
1169,内蒙古,150000,212083a9246d2fd3,2018,1,160.33608821204848
1170,北京,110000,212083a9246d2fd3,2018,1,-5.0292206223569895
1171,四川,510000,212083a9246d2fd3,2018,1,649.9272029615622
1172,安徽,340000,212083a9246d2fd3,2018,1,1140.3875957994896
1173,山东,370000,212083a9246d2fd3,2018,1,974.4603202481845
1174,山西,140000,212083a9246d2fd3,2018,1,309.8773275661202
1175,广东,440000,212083a9246d2fd3,2018,1,1130.6332923736334
1176,广西,450000,212083a9246d2fd3,2018,1,411.373952756643
1177,江苏,320000,212083a9246d2fd3,2018,1,1037.8675438935286
1178,江西,360000,212083a9246d2fd3,2018,1,394.25244747054086
1179,河北,130000,212083a9246d2fd3,2018,1,790.4540543763006
1180,河南,410000,212083a9246d2fd3,2018,1,1749.3873698043358
1181,浙江,330000,212083a9246d2fd3,2018,1,567.1793574176888
1182,湖北,420000,212083a9246d2fd3,2018,1,310.6442312054784
1183,湖南,430000,212083a9246d2fd3,2018,1,763.7420270412131
1184,福建,350000,212083a9246d2fd3,2018,1,492.68154729641515
1185,辽宁,210000,212083a9246d2fd3,2018,1,165.63534223153252
1186,重庆,500000,212083a9246d2fd3,2018,1,306.93683348907933
1187,陕西,610000,212083a9246d2fd3,2018,1,710.7586753702469
1188,黑龙江,230000,212083a9246d2fd3,2018,1,92.25886815117885
1189,上海,310000,4f79773e600518a6,2018,1,-9.324332553933063
1190,云南,530000,4f79773e600518a6,2018,1,45.83129137265932
1191,内蒙古,150000,4f79773e600518a6,2018,1,109.1789813000114
1192,北京,110000,4f79773e600518a6,2018,1,-26.40254965929781
1193,四川,510000,4f79773e600518a6,2018,1,44.284806650063324
1194,安徽,340000,4f79773e600518a6,2018,1,82.14115626416246
1195,山东,370000,4f79773e600518a6,2018,1,280.1918314656533
1196,山西,140000,4f79773e600518a6,2018,1,67.78610709761898
1197,广东,440000,4f79773e600518a6,2018,1,-14.860394337666722
1198,广西,450000,4f79773e600518a6,2018,1,-6.148983907656965
1199,江苏,320000,4f79773e600518a6,2018,1,-38.69604114273546
1200,江西,360000,4f79773e600518a6,2018,1,72.80569262883155
1201,河北,130000,4f79773e600518a6,2018,1,165.20755841619885
1202,河南,410000,4f79773e600518a6,2018,1,207.40114686904477
1203,浙江,330000,4f79773e600518a6,2018,1,18.240227757370107
1204,湖北,420000,4f79773e600518a6,2018,1,84.25054327047816
1205,湖南,430000,4f79773e600518a6,2018,1,366.37347138015423
1206,福建,350000,4f79773e600518a6,2018,1,1.4044886259071276
1207,辽宁,210000,4f79773e600518a6,2018,1,45.086556058603875
1208,重庆,500000,4f79773e600518a6,2018,1,32.3411811460376
1209,陕西,610000,4f79773e600518a6,2018,1,231.64787496814475
1210,黑龙江,230000,4f79773e600518a6,2018,1,61.870412974132094
1211,上海,310000,fc32b1a017b34efe,2018,1,81.82737196277111
1212,云南,530000,fc32b1a017b34efe,2018,1,416.3386113923677
1213,内蒙古,150000,fc32b1a017b34efe,2018,1,420.1731291415015
1214,北京,110000,fc32b1a017b34efe,2018,1,24.981135329305186
1215,四川,510000,fc32b1a017b34efe,2018,1,1223.8407102830502
1216,安徽,340000,fc32b1a017b34efe,2018,1,363.1797112855603
1217,山东,370000,fc32b1a017b34efe,2018,1,736.2968369048776
1218,山西,140000,fc32b1a017b34efe,2018,1,974.5923790568925
1219,广东,440000,fc32b1a017b34efe,2018,1,614.963974901669
1220,广西,450000,fc32b1a017b34efe,2018,1,229.81525909736055
1221,江苏,320000,fc32b1a017b34efe,2018,1,626.5758135472119
1222,江西,360000,fc32b1a017b34efe,2018,1,339.41942319748745
1223,河北,130000,fc32b1a017b34efe,2018,1,1588.791455630969
1224,河南,410000,fc32b1a017b34efe,2018,1,1104.9185997533655
1225,浙江,330000,fc32b1a017b34efe,2018,1,407.52253552453027
1226,湖北,420000,fc32b1a017b34efe,2018,1,296.82605353104907
1227,湖南,430000,fc32b1a017b34efe,2018,1,498.0189634057132
1228,福建,350000,fc32b1a017b34efe,2018,1,203.56913785011255
1229,辽宁,210000,fc32b1a017b34efe,2018,1,177.6738121349398
1230,重庆,500000,fc32b1a017b34efe,2018,1,570.3768787821905
1231,陕西,610000,fc32b1a017b34efe,2018,1,807.9943441639963
1232,黑龙江,230000,fc32b1a017b34efe,2018,1,162.9218301098613
1233,上海,310000,feabbf46658382b9,2018,1,394.42701956334133
1234,云南,530000,feabbf46658382b9,2018,1,908.1710545601428
1235,内蒙古,150000,feabbf46658382b9,2018,1,864.6730818277819
1236,北京,110000,feabbf46658382b9,2018,1,253.29849073572674
1237,四川,510000,feabbf46658382b9,2018,1,1838.632338546046
1238,安徽,340000,feabbf46658382b9,2018,1,738.935803469156
1239,山东,370000,feabbf46658382b9,2018,1,1183.8843375027118
1240,山西,140000,feabbf46658382b9,2018,1,726.5536870691933
1241,广东,440000,feabbf46658382b9,2018,1,1684.9058289335278
1242,广西,450000,feabbf46658382b9,2018,1,352.28794089436195
1243,江苏,320000,feabbf46658382b9,2018,1,1836.6747651722603
1244,江西,360000,feabbf46658382b9,2018,1,475.9470078560896
1245,河北,130000,feabbf46658382b9,2018,1,1613.128451955386
1246,河南,410000,feabbf46658382b9,2018,1,2031.5992622345645
1247,浙江,330000,feabbf46658382b9,2018,1,1737.932438842283
1248,湖北,420000,feabbf46658382b9,2018,1,678.7933522968021
1249,湖南,430000,feabbf46658382b9,2018,1,1190.8832931442582
1250,福建,350000,feabbf46658382b9,2018,1,516.8840001913275
1251,辽宁,210000,feabbf46658382b9,2018,1,312.7625273464516
1252,重庆,500000,feabbf46658382b9,2018,1,1492.1285661854834
1253,陕西,610000,feabbf46658382b9,2018,1,1006.7825596139285
1254,黑龙江,230000,feabbf46658382b9,2018,1,301.6366208593714
1255,上海,310000,f270f6a489c6a9d7,2018,1,18.646889416152426
1256,云南,530000,f270f6a489c6a9d7,2018,1,600.7694393328785
1257,内蒙古,150000,f270f6a489c6a9d7,2018,1,58.84980688294127
1258,北京,110000,f270f6a489c6a9d7,2018,1,89.45649204073932
1259,四川,510000,f270f6a489c6a9d7,2018,1,321.9359887590666
1260,安徽,340000,f270f6a489c6a9d7,2018,1,88.44331837621029
1261,山东,370000,f270f6a489c6a9d7,2018,1,267.65875928097864
1262,山西,140000,f270f6a489c6a9d7,2018,1,92.08180972783326
1263,广东,440000,f270f6a489c6a9d7,2018,1,280.9342289350088
1264,广西,450000,f270f6a489c6a9d7,2018,1,1.0274561772495328
1265,江苏,320000,f270f6a489c6a9d7,2018,1,428.1461604227782
1266,江西,360000,f270f6a489c6a9d7,2018,1,37.09367048992834
1267,河北,130000,f270f6a489c6a9d7,2018,1,504.35386871844923
1268,河南,410000,f270f6a489c6a9d7,2018,1,376.9155192187583
1269,浙江,330000,f270f6a489c6a9d7,2018,1,213.5219622592756
1270,湖北,420000,f270f6a489c6a9d7,2018,1,229.51833101828308
1271,湖南,430000,f270f6a489c6a9d7,2018,1,169.71516136801753
1272,福建,350000,f270f6a489c6a9d7,2018,1,80.75136083616022
1273,辽宁,210000,f270f6a489c6a9d7,2018,1,165.4681542282708
1274,重庆,500000,f270f6a489c6a9d7,2018,1,251.29254897666553
1275,陕西,610000,f270f6a489c6a9d7,2018,1,95.75877472851985
1276,黑龙江,230000,f270f6a489c6a9d7,2018,1,14.034650009973717
1277,上海,310000,d0f245b8781e3631,2018,1,60.78815686573836
1278,云南,530000,d0f245b8781e3631,2018,1,150.90859177624296
1279,内蒙古,150000,d0f245b8781e3631,2018,1,94.24515302398271
1280,北京,110000,d0f245b8781e3631,2018,1,-6.134799079051999
1281,四川,510000,d0f245b8781e3631,2018,1,496.4005528299887
1282,安徽,340000,d0f245b8781e3631,2018,1,132.37340426858552
1283,山东,370000,d0f245b8781e3631,2018,1,271.5920846642488
1284,山西,140000,d0f245b8781e3631,2018,1,157.62231618613995
1285,广东,440000,d0f245b8781e3631,2018,1,289.26529625870705
1286,广西,450000,d0f245b8781e3631,2018,1,135.0613816322942
1287,江苏,320000,d0f245b8781e3631,2018,1,315.89717011459635
1288,江西,360000,d0f245b8781e3631,2018,1,94.79121144052522
1289,河北,130000,d0f245b8781e3631,2018,1,561.3114051900183
1290,河南,410000,d0f245b8781e3631,2018,1,326.9170212864766
1291,浙江,330000,d0f245b8781e3631,2018,1,227.16316205368142
1292,湖北,420000,d0f245b8781e3631,2018,1,28.943464069149034
1293,湖南,430000,d0f245b8781e3631,2018,1,186.9079499271183
1294,福建,350000,d0f245b8781e3631,2018,1,107.60920559281313
1295,辽宁,210000,d0f245b8781e3631,2018,1,21.46878776802142
1296,重庆,500000,d0f245b8781e3631,2018,1,594.8061663612709
1297,陕西,610000,d0f245b8781e3631,2018,1,363.08695981445766
1298,黑龙江,230000,d0f245b8781e3631,2018,1,18.00897665432629
1299,上海,310000,c6cd4e0e073f5ac2,2018,1,873.8769292759498
1300,云南,530000,c6cd4e0e073f5ac2,2018,1,-8.74595076144868
1301,内蒙古,150000,c6cd4e0e073f5ac2,2018,1,43.04463564635405
1302,北京,110000,c6cd4e0e073f5ac2,2018,1,23.541636258435485
1303,四川,510000,c6cd4e0e073f5ac2,2018,1,165.6711826632258
1304,安徽,340000,c6cd4e0e073f5ac2,2018,1,353.4006084030833
1305,山东,370000,c6cd4e0e073f5ac2,2018,1,-147.35602771043648
1306,山西,140000,c6cd4e0e073f5ac2,2018,1,172.41335878914606
1307,广东,440000,c6cd4e0e073f5ac2,2018,1,396.3424035632995
1308,广西,450000,c6cd4e0e073f5ac2,2018,1,149.07890392242442
1309,江苏,320000,c6cd4e0e073f5ac2,2018,1,590.8423188723294
1310,江西,360000,c6cd4e0e073f5ac2,2018,1,336.04782006872364
1311,河北,130000,c6cd4e0e073f5ac2,2018,1,129.9979305251825
1312,河南,410000,c6cd4e0e073f5ac2,2018,1,788.031143769363
1313,浙江,330000,c6cd4e0e073f5ac2,2018,1,283.09889365191316
1314,湖北,420000,c6cd4e0e073f5ac2,2018,1,275.31349316099556
1315,湖南,430000,c6cd4e0e073f5ac2,2018,1,279.33930155634795
1316,福建,350000,c6cd4e0e073f5ac2,2018,1,115.89953521137487
1317,辽宁,210000,c6cd4e0e073f5ac2,2018,1,9.55715387673072
1318,重庆,500000,c6cd4e0e073f5ac2,2018,1,10.026301417707362
1319,陕西,610000,c6cd4e0e073f5ac2,2018,1,159.4009797314155
1320,黑龙江,230000,c6cd4e0e073f5ac2,2018,1,-8.250571996809096
1321,上海,310000,a9a43d1a7ecbe75d,2018,1,116.61485628279068
1322,云南,530000,a9a43d1a7ecbe75d,2018,1,105.80692364122126
1323,内蒙古,150000,a9a43d1a7ecbe75d,2018,1,72.31665505479253
1324,北京,110000,a9a43d1a7ecbe75d,2018,1,61.36153569159118
1325,四川,510000,a9a43d1a7ecbe75d,2018,1,227.0980514550682
1326,安徽,340000,a9a43d1a7ecbe75d,2018,1,167.4178698518334
1327,山东,370000,a9a43d1a7ecbe75d,2018,1,152.1170914649941
1328,山西,140000,a9a43d1a7ecbe75d,2018,1,33.116570017872384
1329,广东,440000,a9a43d1a7ecbe75d,2018,1,573.0143082683423
1330,广西,450000,a9a43d1a7ecbe75d,2018,1,161.00152407772657
1331,江苏,320000,a9a43d1a7ecbe75d,2018,1,361.9968006833857
1332,江西,360000,a9a43d1a7ecbe75d,2018,1,96.95452022967734
1333,河北,130000,a9a43d1a7ecbe75d,2018,1,125.64651942141583
1334,河南,410000,a9a43d1a7ecbe75d,2018,1,133.48966071390075
1335,浙江,330000,a9a43d1a7ecbe75d,2018,1,339.24875397755363
1336,湖北,420000,a9a43d1a7ecbe75d,2018,1,205.85204112122446
1337,湖南,430000,a9a43d1a7ecbe75d,2018,1,314.2616709260882
1338,福建,350000,a9a43d1a7ecbe75d,2018,1,107.24834659611126
1339,辽宁,210000,a9a43d1a7ecbe75d,2018,1,103.39902072411766
1340,重庆,500000,a9a43d1a7ecbe75d,2018,1,130.7644274223913
1341,陕西,610000,a9a43d1a7ecbe75d,2018,1,278.3636833124314
1342,黑龙江,230000,a9a43d1a7ecbe75d,2018,1,56.42248237868854
1343,上海,310000,3c974920a76ac9c1,2018,2,295.588601790538
1344,云南,530000,3c974920a76ac9c1,2018,2,317.34063858214057
1345,内蒙古,150000,3c974920a76ac9c1,2018,2,165.20645191959187
1346,北京,110000,3c974920a76ac9c1,2018,2,321.2614667255745
1347,四川,510000,3c974920a76ac9c1,2018,2,348.13188179499167
1348,安徽,340000,3c974920a76ac9c1,2018,2,170.03244321128886
1349,山东,370000,3c974920a76ac9c1,2018,2,471.5474255931578
1350,山西,140000,3c974920a76ac9c1,2018,2,206.82355441028446
1351,广东,440000,3c974920a76ac9c1,2018,2,2940.1185219869403
1352,广西,450000,3c974920a76ac9c1,2018,2,349.9900553450665
1353,江苏,320000,3c974920a76ac9c1,2018,2,730.9420246418397
1354,江西,360000,3c974920a76ac9c1,2018,2,176.89974953869086
1355,河北,130000,3c974920a76ac9c1,2018,2,348.71042341041436
1356,河南,410000,3c974920a76ac9c1,2018,2,322.67828072986447
